#,Name,Team,G,PA,AB,H,HR,R,BB,HBP,OBP,SLG,wOBA,wRC+,ADP
1035,Tanner Schobel,MIN,113,458,411,91,9,51,40,4,0.295,0.338,0.272,71,999
1036,Greg Jones,MIL,85,343,310,60,8,40,25,6,0.266,0.316,0.255,61,999
1037,Yuli Gurriel,SDP,0,0,0,0,0,0,0,0,0,0,0,,999
1038,Justin Turner,,0,0,0,0,0,0,0,0,0,0,0,,999
1039,Carlos Santana,ARI,0,0,0,0,0,0,0,0,0,0,0,,999
1040,Shane Sasaki,CIN,98,382,341,81,3,41,30,3,0.303,0.32,0.274,69,999
1041,Yohel Pozo,STL,82,295,283,72,7,29,9,1,0.278,0.385,0.269,72,999
1042,C.J. Stubbs,TOR,76,279,245,42,7,31,23,9,0.266,0.302,0.253,59,999
1043,Brian Serven,ATH,72,248,221,44,3,22,21,4,0.278,0.276,0.245,51,999
1044,Ryan Noda,BAL,104,394,325,59,11,44,58,9,0.321,0.323,0.292,87,999
1045,Rio Foster,LAA,104,414,365,81,10,46,38,10,0.312,0.367,0.294,86,999
1046,Sterlin Thompson,COL,118,489,437,111,12,58,37,12,0.327,0.405,0.315,88,999
1047,Payton Green,MIA,102,419,377,88,6,39,30,6,0.297,0.34,0.276,73,999
1048,Travis d'Arnaud,LAA,59,210,192,38,5,19,13,4,0.262,0.328,0.251,56,999
1049,Kristian Robinson,ARI,117,469,415,92,10,50,48,4,0.307,0.347,0.285,80,999
1050,Carlos Rojas,,75,287,257,56,2,22,19,4,0.279,0.276,0.24,50,999
1051,Hayden Senger,NYM,77,264,239,48,4,24,15,5,0.261,0.293,0.237,51,999
1052,Jake Fox,CLE,109,434,388,82,5,49,42,1,0.288,0.314,0.268,70,999
1053,Jose Cordova,COL,86,318,283,66,4,33,28,4,0.31,0.332,0.273,59,999
1054,Aramis Garcia,ARI,66,236,213,41,5,22,17,4,0.263,0.296,0.243,51,999
1055,Calvin Harris,CHW,83,336,310,68,3,37,22,2,0.274,0.294,0.247,54,999
1056,Tim Elko,CHW,115,471,437,104,17,51,28,4,0.289,0.398,0.289,84,999
1057,Colin Tuft,BAL,81,299,261,52,3,31,28,8,0.296,0.291,0.263,67,999
1058,Dasan Brown,MIL,117,425,379,77,7,52,32,9,0.28,0.311,0.262,66,999
1059,Pavin Smith,ARI,101,358,312,73,10,40,42,1,0.324,0.388,0.306,94,999
1060,Eli Wilson,,44,150,136,27,4,14,9,2,0.257,0.316,0.242,55,999
1061,Yasmil Bucce,BAL,109,423,367,74,11,42,46,7,0.3,0.343,0.277,77,999
1062,Matt Thaiss,BOS,78,263,225,48,4,22,33,3,0.319,0.316,0.283,75,999
1063,Zander Darby,SFG,85,342,301,63,7,38,29,5,0.284,0.329,0.267,71,999
1064,Dustin Dickerson,KCR,114,443,384,80,4,44,48,5,0.303,0.271,0.255,57,999
1065,Edward Duran,TOR,102,435,394,86,5,45,30,8,0.285,0.307,0.253,60,999
1066,Cooper Hummel,,89,342,291,64,8,41,43,6,0.33,0.368,0.305,94,999
1067,Francisco Mejía,,72,269,253,58,6,30,13,1,0.268,0.352,0.262,65,999
1068,Geovanny Planchart,TOR,76,260,230,44,2,23,26,2,0.277,0.265,0.238,49,999
1069,Tomas Frick,NYY,65,236,208,44,4,24,18,7,0.292,0.317,0.269,71,999
1070,Malcom Nuñez,,104,409,370,89,7,40,28,5,0.298,0.351,0.277,73,999
1071,Justin Johnson,KCR,97,368,330,69,5,36,27,6,0.279,0.3,0.253,56,999
1072,Mark Kolozsvary,PHI,34,108,96,17,3,10,8,4,0.269,0.313,0.255,58,999
1073,Keyber Rodriguez,TEX,117,472,436,97,4,48,26,4,0.271,0.303,0.244,54,999
1074,Slade Caldwell,ARI,129,582,502,107,3,78,65,11,0.315,0.303,0.279,75,999
1075,Drew Swift,ATH,105,412,366,83,1,42,33,3,0.295,0.284,0.253,56,999
1076,Nick Dunn,,94,374,338,81,6,39,30,3,0.306,0.343,0.277,74,999
1077,Carter Dorighi,SEA,124,509,471,106,1,59,29,6,0.277,0.297,0.249,63,999
1078,LaMonte Wade Jr.,CHW,94,322,268,57,7,36,45,4,0.331,0.332,0.299,90,999
1079,Hunter Bishop,,96,379,346,78,6,44,22,6,0.281,0.338,0.267,71,999
1080,Mitch Jebb,PIT,122,496,444,110,0,48,41,2,0.312,0.297,0.271,69,999
1081,Andre Lipcius,,108,443,399,93,12,47,37,4,0.302,0.371,0.287,82,999
1082,Keston Hiura,,98,392,348,76,16,44,31,11,0.301,0.399,0.298,90,999
1083,E.J. Exposito,DET,110,437,400,86,11,46,27,5,0.271,0.348,0.262,65,999
1084,Sam Ruta,KCR,85,337,302,62,6,28,29,3,0.279,0.331,0.264,64,999
1085,Moisés Gómez,,104,428,392,83,13,43,29,4,0.271,0.367,0.273,76,999
1086,Omar Martinez,LAA,105,422,378,79,13,44,39,3,0.287,0.352,0.271,70,999
1087,Marco Vargas,NYM,115,493,441,96,2,60,46,2,0.292,0.272,0.248,59,999
1088,Blake Burke,MIL,140,570,515,126,15,53,45,6,0.311,0.381,0.292,86,999
1089,Jeron Williams,HOU,73,285,264,59,4,27,16,3,0.274,0.326,0.255,61,999
1090,Jonah Advincula,CLE,108,395,339,73,4,43,44,6,0.315,0.307,0.281,79,999
1091,Luke Ritter,DET,102,413,366,73,10,43,38,8,0.288,0.328,0.267,68,999
1092,Sammy Siani,SEA,111,442,399,84,6,47,36,2,0.278,0.308,0.256,67,999
1093,Bligh Madris,STL,95,366,327,68,8,38,34,1,0.282,0.336,0.269,72,999
1094,Jordyn Adams,MIL,119,445,401,85,10,52,32,4,0.274,0.342,0.266,69,999
1095,Yophery Rodriguez,BOS,126,529,481,109,6,51,44,2,0.293,0.339,0.274,69,999
1096,Quinn McDaniel,MIN,116,480,430,92,9,55,41,5,0.289,0.328,0.272,74,999
1097,Nelson Velázquez,STL,107,397,356,81,15,47,36,3,0.302,0.402,0.3,93,999
1098,DJ LeMahieu,,77,292,260,60,4,27,29,1,0.308,0.315,0.269,71,999
1099,Rubel Cespedes,LAD,109,444,413,95,9,41,27,2,0.279,0.354,0.268,68,999
1100,Armando Alvarez,,84,316,288,65,7,35,24,2,0.288,0.351,0.272,71,999
1101,Kevin Newman,KCR,101,311,285,70,2,33,18,2,0.292,0.326,0.262,62,999
1102,Michael Turner,CHW,79,301,268,57,1,24,29,2,0.292,0.272,0.254,59,999
1103,Gleider Figuereo,TEX,127,520,478,96,19,53,35,5,0.262,0.354,0.262,67,999
1104,Matt Fraizer,BOS,95,363,335,78,4,39,23,2,0.285,0.334,0.269,66,999
1105,Garrett Spain,MIN,122,465,422,85,11,46,33,6,0.267,0.339,0.262,64,999
1106,Ty France,SDP,112,430,385,92,9,42,26,16,0.312,0.358,0.285,84,999
1107,Pablo Aliendo,CIN,90,360,329,66,11,35,21,7,0.262,0.35,0.256,63,999
1108,Paul Goldschmidt,NYY,97,387,350,84,10,44,33,2,0.307,0.377,0.294,88,999
1109,Isiah Kiner-Falefa,BOS,113,384,355,91,3,38,19,5,0.302,0.335,0.272,68,999
1110,Owen Miller,CHC,108,400,364,86,6,42,25,5,0.29,0.341,0.269,72,999
1111,Jesus Hernandez,MIA,97,383,345,73,4,37,31,5,0.285,0.316,0.267,67,999
1112,Julio Carreras,,100,385,347,83,3,42,25,4,0.296,0.337,0.27,57,999
1113,Darrien Miller,MIL,89,355,294,53,5,38,41,17,0.314,0.279,0.273,73,999
1114,Travis Swaggerty,,63,237,212,43,2,24,23,1,0.283,0.302,0.259,66,999
1115,Jake Marisnick,,47,156,141,28,3,16,10,3,0.265,0.326,0.253,58,999
1116,Samuel Zavala,CHW,134,546,481,104,10,62,53,5,0.299,0.324,0.276,75,999
1117,Romeo Sanabria,SDP,127,501,454,108,13,53,40,1,0.298,0.372,0.286,85,999
1118,Jason Matthews,CHW,97,344,302,56,3,36,28,6,0.266,0.255,0.233,45,999
1119,Jake Rucker,MIN,109,426,388,90,7,41,28,6,0.292,0.345,0.273,72,999
1120,José Devers,,79,314,288,67,3,36,19,4,0.288,0.33,0.269,70,999
1121,Andrew Benintendi,CHW,106,425,384,94,12,45,36,2,0.311,0.388,0.3,91,999
1122,James McCann,ARI,64,221,204,46,4,21,11,3,0.273,0.338,0.261,63,999
1123,Robert Moore,PHI,112,455,408,84,6,46,32,7,0.274,0.304,0.254,58,999
1124,Brennan Milone,ATH,116,493,438,102,12,56,46,5,0.31,0.37,0.292,83,999
1125,Felix Stevens,,101,394,354,74,14,43,32,6,0.284,0.376,0.283,81,999
1126,Matt Hogan,,85,294,254,48,4,28,28,7,0.285,0.299,0.262,65,999
1127,Grant Richardson,,96,365,334,72,11,41,24,4,0.275,0.365,0.277,74,999
1128,Warming Bernabel,,119,482,453,113,9,52,22,4,0.288,0.36,0.272,72,999
1129,Eric Haase,SFG,79,249,229,48,6,22,16,1,0.262,0.323,0.249,59,999
1130,Seby Zavala,LAD,74,237,209,36,6,21,22,2,0.255,0.301,0.242,52,999
1131,Pablo Reyes,SDP,88,305,271,61,5,35,27,2,0.298,0.328,0.273,76,999
1132,Ben Cowles,CHC,118,468,425,92,7,49,32,7,0.281,0.32,0.256,63,999
1133,Garret Forrester,MIA,75,301,260,55,1,23,30,9,0.312,0.269,0.265,65,999
1134,Estarling Mercado,NYM,63,228,204,42,7,24,19,4,0.285,0.368,0.284,83,999
1135,Adam Hackenberg,TOR,82,308,282,58,4,26,20,5,0.269,0.287,0.239,49,999
1136,Rob Brantly,,35,116,105,24,2,11,6,4,0.293,0.333,0.272,73,999
1137,Jordan Dissin,PHI,78,295,262,52,4,31,27,5,0.285,0.275,0.245,52,999
1138,Charlie Szykowny,SFG,110,483,445,101,10,54,19,15,0.28,0.357,0.277,78,999
1139,Jorge Alfaro,KCR,72,269,254,56,6,25,8,5,0.257,0.343,0.255,57,999
1140,Dom Nuñez,CLE,68,254,218,37,4,22,31,2,0.278,0.275,0.249,58,999
1141,Santiago Espinal,LAD,107,334,303,72,4,31,23,2,0.293,0.32,0.262,66,999
1142,Vaun Brown,,68,262,238,52,5,32,15,6,0.28,0.34,0.269,72,999
1143,Josh Caron,SEA,86,357,330,61,6,33,20,5,0.241,0.279,0.227,48,999
1144,Freili Encarnacion,BOS,124,499,466,110,16,62,18,13,0.283,0.395,0.287,78,999
1145,Mat Nelson,,74,288,254,45,6,25,22,9,0.265,0.276,0.238,44,999
1146,Kai Roberts,SDP,93,382,330,68,5,42,34,5,0.288,0.279,0.252,62,999
1147,Carter Trice,CHC,108,413,361,71,14,46,45,5,0.293,0.368,0.289,85,999
1148,Tommy White,ATH,105,425,397,96,11,43,22,4,0.287,0.37,0.28,74,999
1149,Keaton Anthony,PHI,103,410,376,95,7,38,26,6,0.31,0.37,0.289,82,999
1150,Cavan Biggio,HOU,101,332,283,57,5,40,37,8,0.309,0.304,0.279,77,999
1151,Viandel Pena,,92,362,330,72,4,40,26,0,0.275,0.309,0.253,59,999
1152,Jaison Chourio,CLE,110,457,398,89,3,48,53,2,0.315,0.299,0.269,71,999
1153,Dominic Smith,ATL,103,377,340,80,8,39,29,5,0.302,0.359,0.285,80,999
1154,Ryan Spikes,TBR,111,430,399,89,12,48,20,6,0.269,0.361,0.264,66,999
1155,Cameron Barstad,CLE,78,296,269,55,6,23,19,6,0.27,0.323,0.255,61,999
1156,Nick Kahle,,34,109,97,20,2,9,7,2,0.271,0.309,0.251,58,999
1157,Trevor Larnach,MIN,117,449,396,95,13,51,45,3,0.318,0.391,0.302,92,999
1158,Yohendrick Piñango,TOR,128,512,463,107,12,51,44,3,0.301,0.367,0.285,81,999
1159,Kenny Castillo,ARI,85,350,327,75,4,27,14,3,0.264,0.327,0.245,52,999
1160,Jacob Gonzalez,CHW,130,523,474,107,7,48,34,7,0.284,0.325,0.261,64,999
1161,Terrell Tatum,,105,415,364,74,4,47,42,4,0.292,0.288,0.259,63,999
1162,Carlos Colmenarez,TBR,100,378,330,64,7,38,34,8,0.283,0.294,0.261,64,999
1163,Mitch Garver,SEA,72,260,226,42,7,23,29,3,0.285,0.319,0.262,71,999
1164,Garrett Martin,NYY,103,399,361,72,12,46,24,11,0.268,0.349,0.264,68,999
1165,Carlos Sanchez,MIA,63,228,207,43,2,27,18,2,0.276,0.295,0.245,52,999
1166,Nicky Lopez,CHC,102,341,304,76,1,36,28,4,0.32,0.316,0.281,64,999
1167,Jeremy Rivas,STL,134,507,458,97,6,51,36,7,0.278,0.29,0.248,58,999
1168,Matt Kroon,,88,333,297,69,8,35,25,5,0.299,0.37,0.285,79,999
1169,Lucas Spence,HOU,120,515,451,96,9,60,51,9,0.304,0.337,0.284,81,999
1170,Billy Amick,MIN,64,280,245,54,6,36,23,9,0.307,0.363,0.292,85,999
1171,Allan Cerda,,81,305,266,47,9,31,33,6,0.282,0.335,0.274,73,999
1172,Esteban Mejia,TEX,101,376,342,74,6,34,28,4,0.282,0.319,0.256,63,999
1173,Andy Weber,CHW,105,415,381,91,4,47,27,3,0.293,0.32,0.266,67,999
1174,Nerwilian Cedeño,,77,323,295,64,5,40,21,3,0.274,0.325,0.259,66,999
1175,Amed Rosario,NYY,100,363,344,86,6,37,14,3,0.284,0.36,0.269,71,999
1176,Luke Williams,ATL,117,332,303,63,6,37,23,3,0.268,0.317,0.253,58,999
1177,Ivan Melendez,,103,411,375,84,13,38,25,9,0.287,0.371,0.279,76,999
1178,Zach Morgan,SFG,75,292,261,53,3,25,23,3,0.273,0.28,0.236,50,999
1179,Corey Rosier,,107,395,352,79,4,45,35,4,0.3,0.315,0.273,69,999
1180,Bennett Thompson,CLE,92,382,342,73,4,39,30,6,0.285,0.31,0.262,66,999
1181,Edwin Díaz,HOU,85,337,306,58,11,35,26,4,0.261,0.346,0.261,65,999
1182,Logan Davidson,TBR,104,409,363,77,9,44,40,3,0.294,0.339,0.275,73,999
1183,Jose Iglesias,,87,305,281,68,3,28,15,5,0.29,0.32,0.263,69,999
1184,Patrick Winkel,TOR,77,288,267,59,6,21,19,1,0.274,0.337,0.254,59,999
1185,Stone Garrett,,92,332,300,64,7,32,25,3,0.277,0.34,0.267,68,999
1186,Kendall George,LAD,125,554,492,117,3,81,55,2,0.315,0.293,0.274,73,999
1187,Nick Ahmed,,53,158,147,29,2,14,8,1,0.242,0.272,0.223,40,999
1188,Brett Sullivan,COL,75,293,266,62,4,32,21,2,0.29,0.35,0.273,59,999
1189,Antonio Gomez,NYY,74,287,263,54,5,26,18,3,0.262,0.308,0.237,49,999
1190,Austin Barnes,,36,113,101,20,1,10,10,1,0.277,0.257,0.234,49,999
1191,Jackson Castillo,NYY,122,501,449,98,9,58,45,4,0.293,0.325,0.269,71,999
1192,Jose Fernandez,ARI,136,537,505,121,10,54,24,3,0.278,0.36,0.271,70,999
1193,Miguel Andujar,SDP,93,363,338,86,8,36,21,2,0.3,0.382,0.29,88,999
1194,Douglas Hodo III,BAL,114,425,376,76,7,43,40,7,0.29,0.314,0.271,72,999
1195,Zach Humphreys,LAA,73,271,240,49,3,27,24,2,0.28,0.288,0.248,55,999
1196,Jordan Walker,STL,134,525,476,114,15,53,40,6,0.305,0.389,0.294,89,999
1197,Jose Colmenares,PHI,109,421,378,76,11,45,32,6,0.272,0.347,0.265,68,999
1198,Jonny Butler,,91,375,337,69,5,34,33,4,0.283,0.315,0.265,65,999
1199,Austin Nola,,45,153,134,29,2,13,12,2,0.287,0.299,0.252,57,999
1200,Rob Refsnyder,SEA,65,204,178,38,5,21,20,4,0.304,0.343,0.279,83,999
1201,JT Schwartz,NYM,101,395,352,80,6,38,33,7,0.305,0.338,0.28,80,999
1202,Travis Blankenhorn,,92,371,335,67,12,36,28,6,0.273,0.358,0.271,70,999
1203,Kendall Simmons,,65,257,234,48,7,26,15,6,0.268,0.346,0.266,68,999
1204,Eugenio Suárez,CIN,118,486,428,94,23,56,43,9,0.3,0.423,0.307,91,999
1205,Sean Bouchard,,89,339,292,65,8,38,40,5,0.324,0.37,0.302,79,999
1206,Caden Kendle,MIN,108,399,362,80,7,48,25,9,0.286,0.345,0.27,70,999
1207,Cole Gabrielson,NYY,86,293,259,50,7,24,27,6,0.283,0.317,0.26,65,999
1208,Freddy Zamora,MIL,103,395,351,76,4,41,35,5,0.295,0.291,0.258,63,999
1209,Will Holland,,95,332,292,60,6,41,28,8,0.291,0.322,0.273,72,999
1210,Mario Camilletti,CHW,100,396,344,73,3,36,43,4,0.305,0.276,0.261,64,999
1211,Anthony Rendon,LAA,32,129,111,24,1,12,13,3,0.31,0.288,0.264,65,999
1212,Manuel Pena,ARI,124,527,495,124,8,52,25,3,0.289,0.364,0.279,76,999
1213,Wyatt Hendrie,PIT,67,243,212,43,3,25,20,5,0.286,0.288,0.242,50,999
1214,Juan Benjamin,CLE,108,428,391,91,3,44,30,3,0.291,0.309,0.257,63,999
1215,John Garcia,HOU,87,340,298,58,5,28,26,12,0.284,0.285,0.249,56,999
1216,Andy Perez,COL,136,566,533,134,9,63,19,3,0.28,0.366,0.27,57,999
1217,Gavin Logan,ARI,77,276,243,46,5,22,24,5,0.274,0.313,0.255,59,999
1218,Andy Lugo,MIN,100,384,355,84,6,40,21,6,0.289,0.361,0.279,76,999
1219,Eddy Alvarez,,77,293,251,50,5,34,25,9,0.293,0.311,0.269,69,999
1220,Jay Allen II,CIN,125,496,439,94,10,54,37,14,0.294,0.326,0.272,67,999
1221,Omar Narváez,,65,235,206,42,3,18,24,3,0.294,0.291,0.257,63,999
1222,Jesus Ordonez,,43,157,143,29,2,13,8,3,0.26,0.294,0.23,29,999
1223,Peter Burns,LAA,40,126,109,21,1,11,13,3,0.294,0.239,0.24,49,999
1224,Ben Ross,MIN,122,476,431,90,11,49,37,3,0.273,0.334,0.264,66,999
1225,Alex Binelas,PHI,95,375,336,71,10,41,35,2,0.288,0.351,0.277,74,999
1226,Griffin Lockwood-Powell,LAD,82,326,290,59,6,29,31,3,0.285,0.314,0.258,63,999
1227,Jake Gelof,LAD,101,406,366,68,12,53,35,1,0.256,0.339,0.249,57,999
1228,Michael A. Taylor,,109,310,281,54,7,30,23,1,0.254,0.31,0.243,51,999
1229,Eli Serrano III,NYM,98,420,375,78,9,48,37,5,0.286,0.344,0.271,75,999
1230,Ben Gamel,ATL,80,302,263,58,7,35,34,3,0.316,0.357,0.297,88,999
1231,Zach Levenson,STL,114,458,408,90,11,49,42,6,0.301,0.348,0.28,80,999
1232,Justice Bigbie,DET,111,447,407,103,8,49,32,5,0.313,0.359,0.284,80,999
1233,Ambioris Tavarez,ATL,123,473,426,91,7,45,37,8,0.288,0.296,0.256,60,999
1234,Luke Mann,ATH,117,477,427,83,12,45,37,8,0.268,0.33,0.261,61,999
1235,J.D. Davis,,87,311,279,59,8,30,26,4,0.286,0.344,0.267,67,999
1236,Chuckie Robinson,LAD,73,273,251,54,4,25,15,4,0.268,0.299,0.24,50,999
1237,Cody Roberts,,65,234,212,42,3,23,16,2,0.259,0.283,0.233,49,999
1238,Nick Martini,,81,316,276,60,6,36,30,7,0.307,0.333,0.284,77,999
1239,Coco Montes,,97,396,359,79,7,41,30,4,0.285,0.331,0.264,65,999
1240,Quincy Hamilton,,88,365,324,65,9,37,34,4,0.283,0.34,0.271,72,999
1241,Jay Harry,TOR,113,428,390,80,8,43,29,7,0.271,0.313,0.256,61,999
1242,Matt O'Neill,ARI,68,221,197,37,3,22,22,1,0.271,0.289,0.243,51,999
1243,Tom Murphy,,24,76,68,14,2,7,7,0,0.276,0.338,0.26,66,999
1244,Michael Toglia,CIN,121,482,431,94,22,55,47,2,0.297,0.415,0.302,88,999
1245,Anthony Stephan,CIN,104,420,375,83,9,42,32,9,0.297,0.352,0.287,77,999
1246,Joe Hudson,,37,134,116,16,3,11,14,2,0.241,0.233,0.211,30,999
1247,Phil Clarke,,73,279,245,57,3,28,27,5,0.319,0.306,0.274,74,999
1248,Kyle Hayes,WSN,44,153,129,21,1,10,14,7,0.278,0.225,0.228,39,999
1249,Andrew Navigato,DET,101,394,358,77,11,50,26,7,0.279,0.366,0.275,74,999
1250,Theo Hardy,TEX,62,179,154,28,1,21,18,3,0.277,0.26,0.242,53,999
1251,Wilfred Veras,CHW,127,528,489,114,15,55,30,5,0.282,0.376,0.276,74,999
1252,Jake Thompson,,76,306,272,60,4,27,26,6,0.301,0.331,0.277,74,999
1253,Anyelo Encarnación,STL,122,465,419,86,7,43,38,4,0.277,0.301,0.254,62,999
1254,Anthony Seigler,BOS,104,389,333,74,6,45,49,3,0.325,0.339,0.293,82,999
1255,Jake Lamb,,81,315,282,62,4,30,26,5,0.295,0.312,0.265,70,999
1256,Leonel Espinoza,CHC,115,482,445,103,8,61,27,7,0.285,0.335,0.266,70,999
1257,Carson McCusker,,105,415,382,85,13,42,27,4,0.28,0.382,0.281,78,999
1258,Julio E. Rodriguez,,61,235,214,45,5,19,17,3,0.277,0.318,0.246,51,999
1259,Luis De Los Santos,,99,364,336,71,6,36,21,4,0.264,0.307,0.238,52,999
1260,Michael Pérez,,63,233,211,39,4,15,18,3,0.258,0.28,0.235,46,999
1261,Angel Mateo,TBR,131,528,483,112,10,57,30,10,0.288,0.35,0.274,72,999
1262,Frank Rodriguez,LAD,59,210,192,37,3,20,13,3,0.254,0.286,0.233,46,999
1263,Archer Brookman,ATL,67,247,224,44,3,24,15,4,0.256,0.272,0.225,39,999
1264,Abrahan Gutierrez,NYY,64,243,222,48,3,20,16,4,0.28,0.293,0.241,52,999
1265,Michael Snyder,MIA,110,444,384,85,4,41,50,7,0.32,0.297,0.28,76,999
1266,Luis Caicuto,PHI,55,199,179,40,1,16,10,7,0.289,0.279,0.248,54,999
1267,Eddinson Paulino,NYM,113,443,408,85,11,44,28,5,0.266,0.341,0.261,68,999
1268,Adrian Del Castillo,ARI,103,415,374,87,13,45,35,3,0.301,0.398,0.297,88,999
1269,Chris Okey,,48,170,159,34,3,16,7,2,0.254,0.308,0.237,49,999
1270,Casey Opitz,CHC,74,264,236,40,4,21,23,3,0.251,0.254,0.228,44,999
1271,Diego Hernandez,,90,364,336,81,5,37,14,3,0.276,0.342,0.267,65,999
1272,Eric Yang,CHC,41,129,116,22,1,8,10,3,0.271,0.25,0.231,45,999
1273,Frederick Bencosme,BAL,110,444,401,87,6,44,30,3,0.275,0.307,0.256,62,999
1274,Brennen Davis,SEA,72,288,253,50,10,31,23,10,0.288,0.36,0.281,84,999
1275,Maxton Martin,TEX,125,539,493,109,14,72,36,8,0.284,0.377,0.282,80,999
1276,Joshua Palacios,,97,330,295,67,7,33,26,6,0.302,0.346,0.282,79,999
1277,Josh Zamora,,98,382,349,72,8,36,24,4,0.264,0.309,0.242,50,999
1278,Orlando Martinez,TEX,91,367,332,77,4,36,28,1,0.29,0.328,0.268,71,999
1279,Jose Cordoba,STL,80,311,286,65,3,34,17,5,0.282,0.329,0.258,64,999
1280,Tucker Toman,TOR,117,481,438,93,6,56,31,9,0.277,0.306,0.25,57,999
1281,Niko Goodrum,,71,272,233,47,4,28,36,2,0.313,0.296,0.277,78,999
1282,Alejandro Nunez,HOU,114,458,422,98,7,48,25,3,0.278,0.334,0.264,67,999
1283,Jason Heyward,,83,246,221,45,5,27,19,3,0.272,0.326,0.26,67,999
1284,Bryson Brigman,,89,327,300,74,4,37,19,4,0.299,0.327,0.27,65,999
1285,Malcolm Moore,TEX,71,282,250,47,4,27,20,8,0.266,0.276,0.238,50,999
1286,Patrick Clohisy,ATL,130,538,492,118,6,57,36,7,0.299,0.327,0.276,74,999
1287,Tres Gonzalez,,105,408,362,86,2,36,32,6,0.309,0.293,0.269,68,999
1288,Kasen Wells,SDP,100,440,399,90,3,57,34,5,0.294,0.288,0.262,69,999
1289,Kevin Pillar,,64,190,176,38,4,23,9,3,0.263,0.341,0.255,62,999
1290,Tyler Dearden,,64,247,224,56,3,20,18,3,0.312,0.348,0.286,81,999
1291,Danyer Cueva,,52,187,175,38,2,24,7,1,0.249,0.303,0.237,49,999
1292,Orlando Arcia,MIN,107,372,340,75,8,31,26,2,0.277,0.338,0.259,62,999
1293,Tucker Barnhart,,41,135,120,22,1,10,13,1,0.269,0.242,0.227,42,999
1294,Starling Marte,KCR,76,290,263,67,5,31,18,6,0.315,0.373,0.292,83,999
1295,P.J. Hilson,PIT,99,360,335,77,8,49,15,6,0.274,0.352,0.272,70,999
1296,Alexis Hernandez,TOR,84,327,296,66,7,37,24,5,0.291,0.345,0.275,74,999
1297,Chad Wallach,ATH,67,236,212,42,5,20,18,3,0.268,0.316,0.251,54,999
1298,Anthony Sherwin,,68,248,221,39,4,15,24,2,0.262,0.253,0.234,46,999
1299,Angel Ortiz,ARI,125,506,463,112,9,52,32,4,0.293,0.371,0.284,79,999
1300,Tristin English,ATL,96,401,371,89,9,39,21,7,0.292,0.358,0.274,73,999
1301,Andrew Pintar,MIA,99,400,363,84,6,41,30,4,0.296,0.342,0.276,74,999
1302,Brady Lindsly,,64,229,202,40,3,17,17,2,0.265,0.277,0.236,48,999
1303,Matthew Lugo,LAA,121,478,445,103,13,56,25,6,0.281,0.389,0.282,78,999
1304,Ezequiel Pagan,,97,390,362,88,7,38,17,7,0.289,0.351,0.274,74,999
1305,Aaron McKeithan,SEA,64,231,201,42,3,15,18,7,0.293,0.279,0.252,65,999
1306,Gavin Collins,,71,262,236,51,3,23,18,4,0.281,0.301,0.251,59,999
1307,Jose Herrera,TEX,82,263,225,43,2,23,26,1,0.276,0.249,0.233,47,999
1308,Max Ferguson,BOS,109,428,374,75,6,46,45,3,0.291,0.294,0.261,60,999
1309,Paul McIntosh,PHI,84,329,294,64,8,33,27,6,0.295,0.34,0.272,70,999
1310,Tyler Wade,,111,329,289,64,2,40,31,3,0.302,0.284,0.264,68,999
1311,Oswaldo Linares,SDP,64,245,216,41,2,21,21,4,0.273,0.264,0.235,50,999
1312,Chris Brito,KCR,70,277,238,54,4,23,30,3,0.318,0.319,0.277,73,999
1313,Mario Gomez,,50,184,164,34,3,16,14,3,0.279,0.311,0.256,58,999
1314,Jake Holton,SFG,102,414,371,82,10,47,33,8,0.297,0.35,0.276,77,999
1315,Justin Connell,,67,251,220,47,4,28,23,5,0.301,0.327,0.274,73,999
1316,Ruben Ibarra,CIN,105,400,358,74,16,38,31,9,0.285,0.377,0.285,76,999
1317,Ernesto Martinez Jr.,NYY,100,380,340,77,8,38,32,6,0.303,0.35,0.278,77,999
1318,Garrett Hampson,CIN,120,277,245,53,3,35,24,2,0.289,0.298,0.257,57,999
1319,Eloy Jiménez,TOR,93,350,321,78,9,29,25,2,0.3,0.371,0.282,79,999
1320,Nick Schwartz,,33,121,114,25,1,10,5,0,0.252,0.289,0.232,41,999
1321,Christian Bethancourt,CHC,74,235,221,43,6,24,9,1,0.228,0.317,0.228,43,999
1322,Seth Brown,NYY,94,319,290,63,12,29,26,2,0.285,0.386,0.287,84,999
1323,Brett Squires,KCR,112,451,410,92,9,42,34,5,0.29,0.351,0.28,74,999
1324,Addison Kopack,,38,129,115,23,1,13,11,1,0.273,0.304,0.237,51,999
1325,Jeffrey Mercedes,CLE,99,379,348,75,4,27,24,3,0.269,0.305,0.249,57,999
1326,Jack Pineda,KCR,77,301,270,59,1,30,19,5,0.281,0.278,0.244,50,999
1327,Kyler Fedko,MIN,120,469,414,92,12,53,47,4,0.305,0.362,0.288,82,999
1328,Tyresse Turner,CLE,84,297,259,50,2,38,27,4,0.278,0.251,0.242,52,999
1329,Brett Auerbach,,85,325,294,63,5,32,26,3,0.284,0.313,0.255,63,999
1330,Nick Lorusso,NYM,114,442,402,87,6,41,32,3,0.276,0.323,0.253,62,999
1331,P.J. Higgins,CIN,85,319,291,65,4,26,22,3,0.283,0.313,0.256,56,999
1332,Billy McKinney,,89,337,302,64,7,32,30,4,0.291,0.331,0.274,75,999
